customer_id,order_id,order_date,qty,price,discount,is_return,channel,category
8,47,2023-04-13,2,90.45,0.2,0,marketplace,accessories
8,48,2023-08-07,1,135.23,0.2,0,marketplace,skincare
8,49,2023-09-29,2,56.57,0,0,online,fragrance
8,50,2024-06-02,3,122.94,0.1,0,marketplace,accessories
8,51,2024-07-04,3,103.55,0.1,0,online,skincare
8,52,2024-07-30,4,166.72,0,0,online,footwear
8,53,2024-09-28,3,36.51,0.15,0,store,apparel
9,54,2023-04-25,1,189.28,0.05,0,store,apparel
10,55,2023-02-10,3,45.96,0.05,0,store,accessories
10,56,2023-02-12,4,194.9,0.05,0,online,accessories
10,57,2023-05-11,2,195.36,0.05,0,online,makeup
10,58,2023-06-01,3,157.57,0.15,0,marketplace,accessories
10,59,2023-11-12,2,57.03,0,0,online,accessories
10,60,2024-01-09,4,48.37,0.15,0,online,makeup
10,61,2024-03-16,1,133.71,0.15,0,online,accessories
10,62,2025-03-26,3,73.47,0.2,0,marketplace,fragrance
10,63,2025-05-31,1,27.49,0.1,0,store,skincare
11,64,2024-03-20,3,147.07,0.1,0,marketplace,skincare
11,65,2024-09-02,4,180.4,0.05,0,marketplace,hair
12,66,2024-06-16,2,76.02,0,0,store,apparel
13,67,2023-05-08,3,135.04,0.1,0,store,apparel
13,68,2023-11-04,2,42.41,0.15,0,online,apparel
13,69,2024-06-03,3,84.18,0,0,online,hair
13,70,2024-11-10,3,95.67,0.15,0,marketplace,hair
13,71,2025-01-07,2,133.48,0.1,0,marketplace,apparel
13,72,2025-05-18,3,23.21,0.05,0,online,accessories
14,73,2023-01-26,4,124.2,0,0,marketplace,apparel
14,74,2023-02-17,2,145.08,0.15,0,online,makeup
14,75,2023-05-31,1,179.07,0,0,online,makeup
14,76,2023-09-08,4,14.79,0.05,0,online,hair
15,77,2024-04-20,3,190.26,0.15,0,marketplace,apparel
15,78,2024-11-14,4,166.96,0.2,0,online,footwear
15,79,2025-03-31,4,92.76,0.05,0,store,accessories
16,80,2023-03-21,3,70.49,0.2,0,online,makeup
16,81,2023-08-29,4,140.32,0.05,0,store,fragrance
16,82,2023-09-02,4,86.08,0.05,0,store,accessories
16,83,2023-10-09,1,172.06,0.2,0,online,fragrance
16,84,2023-10-20,3,151.93,0.15,0,marketplace,apparel
16,85,2024-03-26,2,100.2,0.1,0,online,hair
16,86,2024-05-11,3,135.43,0.15,0,store,makeup
16,87,2024-10-03,1,181.85,0.2,0,online,skincare
16,88,2024-12-31,4,31.46,0.15,0,store,hair
17,89,2023-08-05,4,59.26,0.15,0,online,hair
17,90,2023-12-01,1,151.06,0,1,store,makeup
17,91,2023-12-12,1,157.34,0,0,online,makeup
17,92,2024-04-10,1,126.16,0.05,0,marketplace,skincare
17,93,2025-02-18,2,95.68,0.1,0,online,apparel
17,94,2025-06-19,1,156.67,0.05,1,online,apparel
18,95,2023-11-16,4,82.35,0.05,0,marketplace,accessories
19,96,2023-04-15,1,160.26,0.2,0,store,apparel
19,97,2023-11-05,4,134.0,0,0,store,skincare
19,98,2024-12-14,4,165.35,0,0,store,footwear
19,99,2025-03-02,4,142.93,0.15,0,marketplace,footwear
20,100,2024-05-10,4,89.94,0.2,0,online,accessories
20,101,2024-07-05,1,59.39,0.15,0,store,apparel
20,102,2024-09-22,4,70.6,0.15,0,online,hair
20,103,2025-03-04,2,74.19,0.1,0,marketplace,footwear
20,104,2025-04-07,3,113.38,0.2,0,online,makeup
21,105,2023-09-04,4,92.39,0,0,online,hair
21,106,2024-05-02,2,64.71,0.2,0,marketplace,apparel
21,107,2024-05-15,3,87.97,0.2,0,marketplace,hair
21,108,2024-07-22,3,64.79,0.05,0,online,fragrance
21,109,2024-10-23,1,149.86,0.05,0,marketplace,hair
21,110,2024-12-08,3,146.29,0.2,0,online,accessories
21,111,2025-02-15,2,62.77,0.1,0,online,footwear
22,112,2023-02-16,4,25.0,0,0,store,hair
22,113,2023-02-25,4,71.44,0,0,store,skincare
22,114,2023-05-10,1,83.14,0,0,marketplace,skincare
22,115,2023-05-10,2,34.09,0.2,0,online,makeup
22,116,2023-10-08,1,113.82,0.15,0,marketplace,makeup
22,117,2023-10-27,4,92.85,0.15,0,marketplace,hair
22,118,2024-07-20,3,115.88,0,0,marketplace,skincare
22,119,2024-10-15,2,126.98,0.1,0,online,makeup
22,120,2024-12-15,2,112.64,0.05,0,store,footwear
23,121,2023-02-03,1,139.04,0.1,0,marketplace,apparel
23,122,2023-08-26,2,87.9,0.2,0,online,fragrance
23,123,2023-10-17,2,18.92,0.05,0,marketplace,footwear
23,124,2023-10-23,3,90.63,0.15,0,marketplace,hair
23,125,2023-10-26,3,102.59,0.15,0,marketplace,skincare
23,126,2024-04-09,4,148.23,0.2,0,online,makeup
23,127,2024-04-26,1,199.92,0.1,0,online,hair
23,128,2024-12-20,4,183.63,0.05,1,store,footwear
23,129,2024-12-24,4,193.97,0.15,0,store,fragrance
23,130,2025-05-30,1,172.26,0.1,0,store,fragrance
24,131,2023-02-07,3,68.04,0.15,0,online,footwear
24,132,2023-04-01,4,85.58,0.05,0,marketplace,accessories
24,133,2023-11-19,4,126.95,0,0,marketplace,makeup
24,134,2024-04-10,3,90.43,0.15,0,marketplace,apparel
24,135,2024-07-17,2,143.41,0.1,0,marketplace,hair
24,136,2025-02-17,1,48.82,0,0,online,footwear
24,137,2025-04-13,2,102.18,0.1,0,store,hair
25,138,2023-05-29,2,173.49,0.1,0,store,fragrance
25,139,2023-07-15,3,165.01,0.1,0,marketplace,apparel
25,140,2023-09-07,4,173.73,0.15,0,store,fragrance
25,141,2024-01-28,4,93.79,0.1,0,marketplace,makeup
25,142,2024-04-12,4,50.54,0.15,0,marketplace,hair
25,143,2024-04-28,4,80.29,0.05,0,online,makeup
25,144,2024-07-18,3,174.59,0.15,0,store,skincare
25,145,2024-09-05,2,84.95,0.05,0,store,fragrance
26,146,2023-03-24,4,191.06,0.15,0,online,apparel
26,147,2023-12-03,1,50.78,0.1,1,marketplace,skincare
26,148,2024-02-12,4,195.78,0,0,marketplace,fragrance
26,149,2024-06-30,1,13.97,0,0,store,hair
26,150,2024-10-27,2,52.62,0.15,0,online,makeup
26,151,2024-11-21,2,20.4,0.15,0,online,hair
26,152,2024-12-10,2,50.28,0.1,0,marketplace,skincare
26,153,2025-05-22,4,180.74,0.2,0,store,fragrance
26,154,2025-05-22,3,129.59,0.15,0,store,accessories
26,155,2025-05-29,3,43.85,0.15,0,online,makeup
27,156,2023-01-23,4,58.52,0.2,0,marketplace,skincare
27,157,2023-10-30,4,167.4,0.1,0,online,apparel
27,158,2023-10-30,3,47.71,0.05,0,marketplace,accessories
27,159,2024-01-03,2,127.51,0,0,store,skincare
27,160,2024-08-08,3,147.81,0,0,store,footwear
27,161,2024-08-11,4,39.25,0.05,0,store,apparel
27,162,2024-12-17,3,166.94,0.1,0,store,accessories
28,163,2023-04-28,4,192.76,0.05,0,online,accessories
28,164,2023-12-13,4,193.62,0.2,0,store,skincare
28,165,2025-02-03,3,109.63,0.15,0,marketplace,footwear
28,166,2025-04-03,3,118.99,0.1,0,online,hair
28,167,2025-06-10,1,125.81,0.2,0,marketplace,makeup
29,168,2024-10-12,4,182.33,0.1,0,online,makeup
29,169,2025-04-23,1,189.52,0.1,1,online,skincare
30,170,2023-05-19,4,77.35,0.2,0,marketplace,footwear
30,171,2024-02-02,2,177.66,0,0,marketplace,hair
30,172,2024-07-04,3,11.38,0.1,0,store,makeup
30,173,2025-06-27,3,24.37,0.1,0,marketplace,fragrance
31,174,2024-02-12,3,42.01,0,0,store,skincare
32,175,2023-01-22,1,158.42,0.05,1,marketplace,makeup
32,176,2024-09-03,1,166.81,0.2,0,online,accessories
32,177,2024-10-16,2,69.07,0.05,0,marketplace,skincare
32,178,2024-10-19,3,172.39,0.05,1,marketplace,fragrance
33,179,2023-04-23,1,30.7,0.1,0,online,apparel
33,180,2024-11-07,3,8.08,0.1,0,marketplace,hair
33,181,2025-06-06,1,150.4,0.15,0,store,apparel
34,182,2023-02-14,3,94.32,0,0,store,accessories
34,183,2023-04-22,4,88.12,0,0,store,skincare
34,184,2023-08-15,1,67.81,0.05,0,store,apparel
34,185,2024-04-07,3,79.28,0.2,0,store,apparel
34,186,2024-05-30,4,24.34,0,0,marketplace,accessories
34,187,2024-09-21,2,88.86,0.05,0,store,hair
34,188,2024-11-05,4,147.27,0.1,0,marketplace,fragrance
34,189,2025-01-14,3,190.95,0.15,0,online,skincare
34,190,2025-03-13,4,23.83,0.1,0,marketplace,skincare
34,191,2025-06-06,3,135.65,0.15,0,marketplace,accessories
35,192,2023-02-22,1,117.69,0.05,0,store,makeup
35,193,2023-10-22,1,73.27,0.2,0,store,apparel
35,194,2023-11-16,2,162.41,0.2,1,marketplace,apparel
35,195,2023-12-27,1,123.75,0.1,0,store,footwear
35,196,2024-09-06,3,184.7,0.1,0,online,apparel
35,197,2025-01-08,4,18.57,0,0,marketplace,makeup
35,198,2025-06-07,4,86.87,0.1,0,store,footwear
36,199,2023-02-23,2,35.69,0.2,0,online,fragrance
36,200,2023-03-28,4,134.08,0.15,0,store,fragrance
36,201,2024-08-04,2,152.21,0,0,online,fragrance
36,202,2024-09-02,4,107.75,0.1,0,store,apparel
36,203,2025-03-06,1,6.5,0.1,0,online,accessories
36,204,2025-06-23,3,61.44,0,0,marketplace,hair
37,205,2023-05-13,2,102.55,0.1,0,marketplace,skincare
37,206,2024-01-25,4,8.65,0,0,marketplace,hair
37,207,2024-06-29,4,143.35,0.15,0,store,skincare
38,208,2023-06-25,3,22.19,0,0,marketplace,hair
38,209,2024-04-16,1,82.17,0.1,0,online,fragrance
38,210,2024-09-24,2,19.89,0,0,online,accessories
38,211,2024-12-07,3,73.46,0.05,0,online,fragrance
38,212,2025-03-31,2,38.83,0.05,0,marketplace,skincare
38,213,2025-05-01,2,190.5,0.15,0,marketplace,accessories
39,214,2023-11-27,3,34.44,0,0,marketplace,fragrance
39,215,2024-04-04,3,120.33,0.1,0,store,hair
39,216,2024-08-01,4,12.33,0.1,0,online,footwear
39,217,2024-10-01,1,124.93,0.2,0,marketplace,apparel
39,218,2024-10-04,1,92.7,0.2,0,store,apparel
39,219,2024-10-12,4,102.77,0,0,store,footwear
39,220,2024-10-20,1,103.39,0.05,0,marketplace,hair
39,221,2024-11-28,4,107.19,0.2,0,store,fragrance
39,222,2025-06-03,4,84.71,0.1,0,online,accessories
39,223,2025-06-22,3,17.85,0,0,store,fragrance
40,224,2024-09-09,2,70.01,0.2,0,store,fragrance
40,225,2024-11-03,4,30.15,0,0,store,footwear
40,226,2025-01-11,3,163.57,0.2,0,marketplace,hair
40,227,2025-05-22,3,8.55,0.1,0,online,fragrance
40,228,2025-06-13,4,42.44,0.05,0,store,accessories
41,229,2024-06-03,1,134.08,0.2,0,store,makeup
41,230,2025-02-28,2,40.26,0.2,0,online,footwear
42,231,2023-02-14,3,151.72,0.15,0,online,fragrance
42,232,2023-09-01,4,181.27,0.05,0,marketplace,hair
42,233,2024-01-09,4,155.04,0.15,0,store,makeup
42,234,2024-02-25,2,161.25,0.05,0,online,footwear
42,235,2024-03-30,4,175.45,0.2,0,marketplace,accessories
42,236,2024-09-17,1,60.59,0.05,0,marketplace,makeup
42,237,2024-11-23,4,22.88,0.05,0,store,skincare
42,238,2025-01-06,4,15.39,0.2,0,store,skincare
43,239,2023-01-29,3,159.32,0.05,0,store,footwear
43,240,2023-04-12,2,152.97,0.15,0,online,skincare
43,241,2023-08-18,1,54.91,0.05,0,marketplace,apparel
43,242,2023-11-23,4,26.68,0.1,0,online,skincare
43,243,2025-01-01,2,86.87,0.2,0,online,accessories
43,244,2025-05-09,4,121.36,0,0,marketplace,makeup
44,245,2023-01-02,3,51.91,0.15,0,marketplace,skincare
44,246,2023-10-26,3,18.2,0.2,0,marketplace,apparel
44,247,2024-03-15,1,81.14,0.15,0,store,fragrance
45,248,2023-01-17,3,52.02,0,0,marketplace,accessories
45,249,2023-03-11,3,31.01,0.1,0,marketplace,makeup
45,250,2024-01-01,4,196.26,0.15,0,online,skincare
45,251,2025-02-04,4,12.21,0.05,0,online,skincare
45,252,2025-03-18,3,187.01,0.2,0,marketplace,hair
46,253,2023-02-07,3,173.12,0,0,store,fragrance
46,254,2023-07-15,1,160.87,0.15,0,marketplace,hair
46,255,2023-10-20,4,71.11,0.05,0,store,fragrance
46,256,2024-10-24,3,161.22,0.15,0,marketplace,accessories
46,257,2025-02-10,2,111.37,0.1,0,store,footwear
47,258,2023-11-10,2,139.5,0.1,0,marketplace,accessories
47,259,2024-03-12,3,124.9,0.15,0,online,skincare
47,260,2024-04-01,4,75.85,0.05,1,online,accessories
47,261,2024-09-09,4,11.79,0,0,marketplace,fragrance
47,262,2025-01-04,3,79.66,0.2,0,online,footwear
48,263,2023-03-20,3,82.62,0.1,0,online,skincare
48,264,2023-05-21,2,102.31,0.15,0,online,fragrance
48,265,2024-01-15,3,142.29,0.05,1,store,footwear
48,266,2024-01-16,4,44.03,0.05,0,store,makeup
48,267,2024-03-30,4,199.47,0.1,0,marketplace,skincare
48,268,2024-06-26,3,178.81,0.05,0,marketplace,footwear
48,269,2024-08-10,2,159.77,0.2,0,online,accessories
48,270,2025-02-20,2,51.16,0.15,0,marketplace,apparel
49,271,2023-05-13,1,17.82,0.15,1,marketplace,hair
49,272,2024-04-23,4,154.99,0.2,0,store,footwear
49,273,2024-07-18,1,92.75,0.2,0,marketplace,footwear
49,274,2024-09-18,2,154.72,0.05,0,online,accessories
49,275,2025-04-02,1,106.03,0.1,0,store,footwear
49,276,2025-06-24,2,72.47,0.2,0,online,fragrance
50,277,2023-05-09,3,124.81,0,0,online,apparel
50,278,2023-10-09,2,38.38,0.2,0,marketplace,fragrance
50,279,2024-07-18,1,165.92,0,0,marketplace,accessories
50,280,2024-10-12,3,131.97,0.2,0,marketplace,skincare
51,281,2023-09-08,4,63.0,0,0,online,hair
51,282,2023-10-24,4,99.43,0.05,0,online,fragrance
51,283,2023-11-06,3,148.17,0.1,1,online,accessories
51,284,2024-05-09,3,105.42,0,0,store,skincare
51,285,2024-07-12,3,92.67,0.05,0,store,hair
51,286,2024-10-04,4,53.41,0.05,0,marketplace,footwear
51,287,2024-10-19,3,42.02,0.05,0,marketplace,hair
51,288,2025-06-29,4,176.42,0.15,0,store,apparel
52,289,2023-02-19,4,60.72,0,0,store,makeup
52,290,2023-02-21,3,146.86,0.15,0,store,skincare
52,291,2023-08-09,2,75.69,0.1,0,marketplace,hair
52,292,2023-09-04,3,165.94,0.2,0,online,makeup
52,293,2023-10-16,1,81.81,0.1,0,store,accessories
52,294,2023-12-28,2,43.82,0.2,0,online,skincare
52,295,2024-05-21,1,31.72,0.1,0,marketplace,hair
52,296,2024-08-20,2,123.22,0.2,0,marketplace,fragrance
53,297,2024-02-07,3,120.78,0.2,0,marketplace,hair
53,298,2024-09-23,3,97.6,0,0,marketplace,skincare
53,299,2025-01-27,4,118.82,0,0,store,footwear
54,300,2023-02-22,4,33.82,0.05,0,marketplace,skincare
54,301,2023-06-24,2,8.69,0.1,0,store,footwear
54,302,2023-08-22,2,85.02,0.2,0,marketplace,footwear
54,303,2024-05-06,1,142.63,0.2,0,store,footwear
54,304,2024-06-20,4,107.47,0.1,1,store,apparel
54,305,2024-08-14,3,111.52,0.1,0,online,makeup
54,306,2024-08-20,3,113.83,0.05,0,store,accessories
54,307,2024-10-06,3,142.46,0.15,0,store,apparel
54,308,2025-01-08,3,61.12,0.2,0,store,hair
54,309,2025-01-08,3,191.15,0.05,0,store,footwear
55,310,2023-12-21,3,150.73,0.05,0,marketplace,fragrance
55,311,2024-03-28,3,31.77,0.2,0,online,makeup
56,312,2024-11-16,2,129.4,0,0,store,footwear
57,313,2023-01-06,4,98.1,0.05,0,store,fragrance
57,314,2023-04-13,3,130.95,0,0,online,apparel
57,315,2023-05-21,1,183.08,0.05,0,online,skincare
57,316,2023-06-11,4,158.65,0.05,0,store,skincare
57,317,2024-02-21,1,63.19,0.2,0,store,fragrance
57,318,2024-07-17,4,197.87,0.2,0,online,accessories
57,319,2024-11-28,4,58.2,0,0,marketplace,hair
57,320,2025-02-28,3,145.13,0,0,store,apparel
58,321,2023-06-29,4,166.26,0.2,0,store,footwear
58,322,2024-09-17,1,41.03,0.05,0,online,skincare
58,323,2024-10-16,3,79.8,0.15,0,store,fragrance
58,324,2025-05-26,1,56.0,0.1,0,online,footwear
59,325,2023-11-11,2,84.06,0.2,0,marketplace,accessories
59,326,2024-04-21,3,139.61,0.1,0,online,makeup
60,327,2023-06-06,3,86.09,0.2,0,marketplace,accessories
60,328,2024-04-10,2,153.56,0.2,0,online,apparel
60,329,2024-05-04,4,107.99,0.1,0,marketplace,skincare
61,330,2025-04-28,2,116.68,0.05,0,marketplace,hair
62,331,2023-07-30,4,22.73,0.2,0,online,hair
62,332,2024-11-27,2,105.08,0.15,0,marketplace,hair
63,333,2023-01-23,1,150.43,0.2,0,store,fragrance
63,334,2023-09-18,1,110.53,0,0,online,hair
63,335,2024-02-10,1,60.98,0.05,0,marketplace,footwear
63,336,2025-01-10,4,78.02,0.15,0,store,hair
63,337,2025-04-16,1,138.13,0.2,0,store,skincare
64,338,2024-02-07,2,146.93,0.05,0,online,fragrance
64,339,2024-06-25,4,136.33,0.2,0,store,accessories
64,340,2024-07-04,2,53.26,0.1,0,online,footwear
65,341,2023-02-02,4,124.91,0,0,online,skincare
65,342,2025-04-08,1,92.06,0,0,online,hair
66,343,2023-02-27,3,50.66,0.2,0,marketplace,accessories
66,344,2023-05-24,3,51.2,0.05,1,marketplace,makeup
66,345,2023-08-11,4,63.6,0,0,marketplace,footwear
66,346,2023-08-28,2,127.07,0.15,0,online,fragrance
66,347,2024-07-06,4,158.23,0.1,0,store,makeup
66,348,2025-02-11,3,78.41,0.2,0,online,fragrance
66,349,2025-03-05,2,162.13,0,0,store,apparel
66,350,2025-06-03,2,80.74,0.1,0,marketplace,skincare
67,351,2023-02-22,3,78.55,0.2,0,online,makeup
67,352,2023-04-05,2,98.48,0.1,0,online,makeup
67,353,2023-07-15,2,192.61,0,0,store,makeup
67,354,2024-01-15,2,82.34,0.05,0,store,hair
67,355,2024-07-02,4,109.06,0.1,0,store,apparel
67,356,2025-01-11,4,95.87,0.15,0,store,makeup
67,357,2025-04-29,3,66.02,0,0,online,footwear
67,358,2025-05-17,2,8.16,0.2,0,marketplace,footwear
68,359,2023-06-06,2,102.36,0.1,0,store,footwear
68,360,2023-07-20,4,94.86,0.1,0,marketplace,apparel
68,361,2023-08-24,4,40.89,0.2,1,online,apparel
68,362,2023-10-30,1,168.62,0,0,marketplace,skincare
68,363,2023-12-04,1,85.42,0.05,0,online,skincare
68,364,2024-01-24,2,103.62,0.1,0,marketplace,footwear
68,365,2024-08-06,4,133.56,0,0,marketplace,hair
69,366,2023-01-18,3,109.47,0.1,0,marketplace,footwear
70,367,2023-04-09,2,125.86,0.1,0,store,accessories
70,368,2023-04-20,4,20.41,0.15,0,online,footwear
70,369,2023-06-02,2,63.5,0,0,marketplace,accessories
70,370,2023-07-03,1,23.23,0.15,0,store,skincare
70,371,2023-09-04,1,142.05,0,0,store,footwear
70,372,2024-06-20,3,115.34,0,0,online,makeup
70,373,2025-04-05,2,180.75,0.2,0,online,skincare
71,374,2023-02-03,3,8.05,0.05,0,marketplace,accessories
71,375,2023-07-03,4,186.13,0.1,0,online,apparel
71,376,2024-07-10,4,137.02,0.2,0,marketplace,makeup
71,377,2024-07-31,1,102.65,0.1,0,store,makeup
71,378,2024-11-04,1,71.42,0.2,1,store,accessories
72,379,2023-01-31,2,74.38,0.15,0,marketplace,apparel
72,380,2023-10-07,4,21.71,0.2,0,online,footwear
72,381,2024-04-06,1,21.0,0.05,0,marketplace,makeup
72,382,2024-05-17,4,66.75,0,0,store,hair
72,383,2024-10-11,3,153.46,0,0,online,hair
72,384,2025-03-13,4,113.61,0.2,0,online,skincare
73,385,2023-04-06,4,7.41,0.15,0,online,footwear
73,386,2023-11-29,2,116.53,0.05,0,online,makeup
73,387,2024-07-21,3,63.72,0.15,0,online,hair
73,388,2024-09-03,3,87.11,0.15,0,store,fragrance
73,389,2024-09-04,2,145.58,0.15,0,online,hair
73,390,2025-03-14,1,31.42,0,0,store,accessories
74,391,2023-12-04,2,63.58,0.2,0,online,hair
74,392,2023-12-09,3,39.64,0.15,1,store,footwear
74,393,2024-01-25,4,193.71,0.05,0,store,accessories
74,394,2024-03-16,4,76.18,0.2,0,marketplace,makeup
74,395,2024-03-26,1,190.84,0.15,0,online,hair
74,396,2025-04-03,3,167.1,0,0,store,footwear
74,397,2025-04-15,4,32.14,0.1,0,marketplace,makeup
74,398,2025-04-23,4,158.87,0,0,marketplace,hair
74,399,2025-05-30,4,109.2,0.15,0,store,footwear
74,400,2025-06-01,1,26.33,0.05,0,store,makeup
75,401,2023-02-15,1,7.06,0.1,0,marketplace,apparel
75,402,2023-12-06,2,91.93,0.15,0,marketplace,apparel
75,403,2024-02-14,2,72.27,0,0,store,hair
75,404,2024-03-16,1,27.63,0.05,0,store,hair
75,405,2024-07-30,2,106.62,0.1,0,store,footwear
75,406,2024-10-22,4,67.19,0.1,0,marketplace,skincare
75,407,2024-10-24,1,170.59,0,0,online,footwear
75,408,2024-11-24,2,105.62,0.2,0,marketplace,hair
75,409,2025-02-09,4,50.21,0.15,0,online,footwear
75,410,2025-03-26,4,82.14,0.2,0,store,apparel
76,411,2023-01-05,1,117.58,0.2,0,store,makeup
76,412,2023-07-30,4,27.22,0.15,0,marketplace,fragrance
76,413,2023-08-08,4,124.21,0.2,0,store,accessories
76,414,2023-10-13,4,125.39,0.1,0,marketplace,skincare
76,415,2024-02-03,2,66.07,0.05,0,online,fragrance
76,416,2024-12-22,2,104.61,0.15,0,marketplace,hair
76,417,2025-02-09,4,41.22,0.2,0,marketplace,makeup
77,418,2023-05-24,1,173.78,0,0,online,accessories
77,419,2023-06-20,4,192.95,0.2,0,store,footwear
77,420,2023-07-11,4,86.05,0.15,0,online,apparel
77,421,2023-10-23,1,160.2,0.05,0,store,makeup
77,422,2023-11-19,3,37.8,0.15,0,store,apparel
77,423,2024-04-06,1,116.68,0.1,0,store,apparel
77,424,2024-05-16,1,153.2,0.15,0,store,skincare
77,425,2024-09-26,2,63.05,0,0,store,accessories
77,426,2025-05-12,1,90.62,0,0,online,makeup
78,427,2023-05-23,2,163.64,0,0,marketplace,fragrance
78,428,2023-06-19,2,68.11,0.1,0,store,accessories
78,429,2023-12-26,1,31.44,0.15,0,store,accessories
78,430,2024-03-14,2,141.78,0.05,0,marketplace,fragrance
78,431,2024-09-16,2,153.49,0.15,0,marketplace,footwear
78,432,2024-09-22,3,127.42,0.15,0,marketplace,accessories
78,433,2024-10-09,1,83.56,0.1,0,store,hair
78,434,2024-12-06,4,68.82,0,0,marketplace,skincare
78,435,2024-12-28,4,128.79,0.1,0,marketplace,hair
78,436,2025-05-31,2,193.79,0.05,0,store,accessories
79,437,2023-05-14,4,158.72,0,0,marketplace,accessories
79,438,2023-12-12,4,8.17,0.05,0,online,hair
79,439,2024-07-14,2,199.16,0.05,0,store,makeup
79,440,2024-08-02,3,23.2,0.1,0,store,footwear
79,441,2024-08-14,2,15.1,0.1,0,online,hair
80,442,2023-04-08,1,46.62,0,0,online,apparel
80,443,2024-12-21,4,6.81,0.1,0,store,footwear
81,444,2023-03-14,4,22.42,0,0,store,fragrance
81,445,2023-08-23,2,79.63,0.05,0,marketplace,makeup
81,446,2024-05-04,1,108.45,0,0,online,hair
82,447,2023-06-05,4,172.69,0,0,online,accessories
82,448,2023-08-07,1,119.97,0.15,0,store,fragrance
82,449,2024-02-26,2,53.32,0,0,marketplace,apparel
82,450,2024-10-05,3,156.9,0,0,marketplace,fragrance
82,451,2025-01-09,2,105.96,0.2,0,store,fragrance
82,452,2025-02-05,1,157.84,0.05,0,online,makeup
83,453,2023-01-13,2,80.43,0.2,0,marketplace,footwear
83,454,2023-03-14,2,153.73,0,0,online,skincare
83,455,2023-11-21,3,47.07,0,0,store,apparel
83,456,2024-01-05,3,127.57,0.2,0,store,footwear
83,457,2024-06-24,4,21.07,0.2,0,online,fragrance
83,458,2024-08-31,1,65.43,0.2,0,online,apparel
83,459,2024-10-15,3,81.19,0,0,store,footwear
83,460,2025-06-29,2,16.29,0,0,online,hair
84,461,2023-01-13,2,141.79,0.05,0,store,apparel
84,462,2023-02-26,3,37.56,0.05,0,store,footwear
84,463,2023-05-03,1,155.43,0,0,store,fragrance
84,464,2023-06-29,1,56.28,0.2,0,store,hair
84,465,2023-11-13,3,15.81,0.2,0,online,fragrance
84,466,2024-09-15,1,179.38,0,0,marketplace,skincare
84,467,2024-11-04,1,172.44,0,0,store,fragrance
84,468,2024-11-13,4,184.44,0.05,0,online,apparel
84,469,2025-01-28,4,48.78,0.05,0,marketplace,fragrance
84,470,2025-01-29,3,166.07,0.2,0,marketplace,footwear
85,471,2023-07-03,2,161.85,0,1,online,hair
